"","OBJECTID","TAG","LU_NSWCode","LU_NSWMajo","LU_NSWDeta","LU_SCALDCo","LU_ALUM4Co","LU_ALUM5Co","LU_ALUM6Co","LU_ALUMMaj","LU_ALUMDet","Source","SourceScal","SourceDate","Reliabilit","LU_Mapping","Shape_Leng","Shape_Area","LU_ALUM7Co","LandUse"
"1363",55097,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01181398341,7.60294e-06,"5.4.5",15
"1364",83840,"170","170","Grazing","Grazing - Residual strips (block or linear feature) of native grassland within cultivated paddock. Strips contain scattered to isolated trees only","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-05-11,3,NA,0.00285818539,3.074e-07,"2.1.0",21
"1365",55099,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-05-11,3,NA,0.0067373785,2.3658e-06,"5.4.5",15
"1366",55100,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-07-29,3,2004-10-18,0.0038800333,8.8837e-07,"5.4.5",15
"1367",204969,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00271015963,5.15e-07,"6.2.0",14
"1368",83843,"170","170","Grazing","Grazing - Residual strips (block or linear feature) of native grassland within cultivated paddock. Strips contain scattered to isolated trees only","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.02542170254,7.3006e-06,"2.1.0",21
"1369",204970,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.0051149872,1.77572e-06,"6.2.0",14
"1370",83844,"170","170","Grazing","Grazing - Residual strips (block or linear feature) of native grassland within cultivated paddock. Strips contain scattered to isolated trees only","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.0107403467,8.61344e-06,"2.1.0",21
"1371",83845,"170","170","Grazing","Grazing - Residual strips (block or linear feature) of native grassland within cultivated paddock. Strips contain scattered to isolated trees only","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.09875500886,4.333304e-05,"2.1.0",21
"1372",55103,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-05-11,3,NA,0.00308086753,6.2475e-07,"5.4.5",15
"1373",204972,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00708002882,2.03377e-06,"6.2.0",14
"1374",40736,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2004-03-29,2,2004-10-18,0.04526606676,6.841493e-05,"1.3.2",60
"1375",83850,"170","170","Grazing","Grazing - Residual strips (block or linear feature) of native grassland within cultivated paddock. Strips contain scattered to isolated trees only","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.05009030381,1.128468e-05,"2.1.0",21
"1376",55108,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-05-11,3,NA,0.00688173977,2.63685e-06,"5.4.5",15
"1377",40738,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2004-03-29,2,2004-10-18,0.02721521834,2.95964e-06,"1.3.2",60
"1378",40739,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2004-03-29,2,2004-10-18,0.00689502759,9.6112e-07,"1.3.2",60
"1379",124913,"33","33","Urban","Landfill (garbage)","h7g","5.9.2","5.9.2","5.9.2","Waste treatment and disposal","Landfill","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00563788946,1.88047e-06,"5.9.2",32
"1380",55111,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-07-29,3,2004-10-18,0.0047474909,1.34066e-06,"5.4.5",15
"1381",48952,"136","136","River & Drainage System","Irrigation supply channel","j9f","6.4.1","6.4.1","6.4.1","Channel/aqueduct","Supply channel/aqueduct","air photo","1:50,000",2003-05-11,3,NA,0.1011156235,4.76206e-06,"6.4.1",29
"1382",204980,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00262236488,5.131e-07,"6.2.0",14
"1383",55112,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-05-11,3,NA,0.00403720986,1.09223e-06,"5.4.5",15
"1384",59224,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.10616275916,0.00017592698,"2.1.0",22
"1385",55118,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-05-11,3,NA,0.00695704694,3.03818e-06,"5.4.5",15
"1386",55119,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01533632441,8.23769e-06,"5.4.5",15
"1387",55120,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01551169121,1.412432e-05,"5.4.5",15
"1388",48963,"136","136","River & Drainage System","Irrigation supply channel","j9f","6.4.1","6.4.1","6.4.1","Channel/aqueduct","Supply channel/aqueduct","air photo","1:50,000",2003-05-11,3,NA,0.0205121949,1.01478e-06,"6.4.1",29
"1389",83865,"170","170","Grazing","Grazing - Residual strips (block or linear feature) of native grassland within cultivated paddock. Strips contain scattered to isolated trees only","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00818827449,2.80778e-06,"2.1.0",21
"1390",55123,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-05-11,3,NA,0.00262465915,4.5303e-07,"5.4.5",15
"1391",204992,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00224874128,3.5224e-07,"6.2.0",14
"1392",55124,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01160925131,7.50966e-06,"5.4.5",15
"1393",204993,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00386879153,1.11975e-06,"6.2.0",14
"1394",367191,"109","109","Special Category","Cliff/rock outcrop","j9m","1.3.0","1.3.0","1.3.0","Other minimal use","Other minimal use","air photo","1:25,000",2001-11-01,3,NA,0.00844393379,4.33271e-06,"1.3.0",2
"1395",48966,"136","136","River & Drainage System","Irrigation supply channel","j9f","6.4.1","6.4.1","6.4.1","Channel/aqueduct","Supply channel/aqueduct","air photo","1:50,000",2003-05-11,3,NA,0.01706710009,7.4348e-07,"6.4.1",29
"1396",55126,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-05-11,3,NA,0.00833481884,3.70801e-06,"5.4.5",15
"1397",40755,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2004-03-29,2,2004-10-18,0.15649385785,0.00021614039,"1.3.2",60
"1398",55127,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-07-29,3,2004-10-18,0.02366060042,9.1642e-06,"5.4.5",15
"1399",55128,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-05-11,3,NA,0.00356930778,8.9207e-07,"5.4.5",15
"1400",204997,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00450106777,1.24744e-06,"6.2.0",14
"1401",204998,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00351380761,8.4801e-07,"6.2.0",14
"1402",40759,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2004-03-29,2,2004-10-18,0.05949997917,1.800108e-05,"1.3.2",60
"1403",55131,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00519986306,1.72488e-06,"5.4.5",15
"1404",40760,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2004-03-29,2,2004-10-18,0.16773639239,0.00021661456,"1.3.2",60
"1405",83875,"170","170","Grazing","Grazing - Residual strips (block or linear feature) of native grassland within cultivated paddock. Strips contain scattered to isolated trees only","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.04069602483,2.231943e-05,"2.1.0",21
"1406",365147,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:25,000",2001-11-01,3,NA,0.7649550725,0.00185065148,"1.3.3",35
"1407",55134,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01326643716,7.98374e-06,"5.4.5",15
"1408",55138,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01974390358,1.560891e-05,"5.4.5",15
"1409",205008,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00485004322,1.46752e-06,"6.2.0",14
"1410",371314,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","air photo","1:25,000",2001-11-01,3,NA,0.11680207667,0.00017266082,"3.3.0",6
"1411",205012,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00407491368,1.03395e-06,"6.2.0",14
"1412",55144,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-05-11,3,NA,0.00712005073,2.29452e-06,"5.4.5",15
"1413",48986,"136","136","River & Drainage System","Irrigation supply channel","j9f","6.4.1","6.4.1","6.4.1","Channel/aqueduct","Supply channel/aqueduct","air photo","1:50,000",2003-05-11,3,NA,0.13246148381,6.27704e-06,"6.4.1",29
"1414",40775,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2004-03-29,2,2004-10-18,0.07760983449,3.864886e-05,"1.3.2",60
"1415",40778,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2004-03-29,2,2004-10-18,0.07804064894,2.164907e-05,"1.3.2",60
"1416",145482,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.02625666214,2.079089e-05,"3.2.1",53
"1417",55151,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01067648368,4.27658e-06,"5.4.5",15
"1418",48992,"136","136","River & Drainage System","Irrigation supply channel","j9f","6.4.1","6.4.1","6.4.1","Channel/aqueduct","Supply channel/aqueduct","air photo","1:50,000",2003-05-11,3,NA,0.0082768315,3.6824e-07,"6.4.1",29
"1419",40781,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2004-03-29,2,2004-10-18,0.13801280565,0.00013655577,"1.3.2",60
"1420",205022,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00300327129,5.7932e-07,"6.2.0",14
"1421",48996,"136","136","River & Drainage System","Irrigation supply channel","j9f","6.4.1","6.4.1","6.4.1","Channel/aqueduct","Supply channel/aqueduct","air photo","1:50,000",2003-05-11,3,NA,0.01596598018,7.6676e-07,"6.4.1",29
"1422",40785,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2004-03-29,2,2004-10-18,0.02662044573,2.560031e-05,"1.3.2",60
"1423",205025,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00385112283,8.9994e-07,"6.2.0",14
"1424",145489,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.12866166059,0.00011642111,"3.2.1",53
"1425",40786,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2004-03-29,2,2004-10-18,0.01232487438,4.24888e-06,"1.3.2",60
"1426",145490,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.22663154277,0.00029311605,"3.2.1",53
"1427",55158,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-07-29,3,2004-10-18,0.02067420697,1.815941e-05,"5.4.5",15
"1428",145492,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.02274977417,2.121172e-05,"3.2.1",53
"1429",145493,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.01039656929,5.27716e-06,"3.2.1",53
"1430",59267,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00846483367,3.70402e-06,"2.1.0",22
"1431",205030,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00338188258,7.635e-07,"6.2.0",14
"1432",145494,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.01089717645,6.98247e-06,"3.2.1",53
"1433",83904,"170","170","Grazing","Grazing - Residual strips (block or linear feature) of native grassland within cultivated paddock. Strips contain scattered to isolated trees only","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00438162438,1.10165e-06,"2.1.0",21
"1434",205031,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00302015511,5.8172e-07,"6.2.0",14
"1435",55164,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01733183059,1.444046e-05,"5.4.5",15
"1436",205033,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00386531753,1.05906e-06,"6.2.0",14
"1437",49006,"136","136","River & Drainage System","Irrigation supply channel","j9f","6.4.1","6.4.1","6.4.1","Channel/aqueduct","Supply channel/aqueduct","air photo","1:50,000",2003-05-11,3,NA,0.05716170484,5.20896e-06,"6.4.1",29
"1438",40794,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2004-03-29,2,2004-10-18,0.02543510715,1.336579e-05,"1.3.2",60
"1439",145498,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.00588749544,2.08978e-06,"3.2.1",53
"1440",49007,"136","136","River & Drainage System","Irrigation supply channel","j9f","6.4.1","6.4.1","6.4.1","Channel/aqueduct","Supply channel/aqueduct","air photo","1:50,000",2003-05-11,3,NA,0.01554313861,6.7727e-07,"6.4.1",29
"1441",205035,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00366754033,9.8247e-07,"6.2.0",14
"1442",145500,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.17362739713,0.00012550419,"3.2.1",53
"1443",55168,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-05-11,3,NA,0.00253732397,4.2469e-07,"5.4.5",15
"1444",145501,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.00272861054,5.1882e-07,"3.2.1",53
"1445",49010,"136","136","River & Drainage System","Irrigation supply channel","j9f","6.4.1","6.4.1","6.4.1","Channel/aqueduct","Supply channel/aqueduct","air photo","1:50,000",2003-05-11,3,NA,0.07778086501,3.64484e-06,"6.4.1",29
"1446",40798,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2004-03-29,2,2004-10-18,0.00765045291,2.28351e-06,"1.3.2",60
"1447",145502,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.0149643582,7.33207e-06,"3.2.1",53
"1448",40799,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2004-03-29,2,2004-10-18,0.00746795148,1.88417e-06,"1.3.2",60
"1449",145503,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.02169013474,1.617562e-05,"3.2.1",53
"1450",145504,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.00387512157,9.6545e-07,"3.2.1",53
"1451",145505,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.03263544797,3.760859e-05,"3.2.1",53
"1452",40802,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2004-03-29,2,2004-10-18,0.01080941004,3.23749e-06,"1.3.2",60
"1453",145506,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.32937949458,0.00042704658,"3.2.1",53
"1454",83916,"170","170","Grazing","Grazing - Residual strips (block or linear feature) of native grassland within cultivated paddock. Strips contain scattered to isolated trees only","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.02230610591,2.532332e-05,"2.1.0",21
"1455",55174,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-05-11,3,NA,0.00566155289,2.00887e-06,"5.4.5",15
"1456",55175,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-05-11,3,NA,0.00745137254,2.95145e-06,"5.4.5",15
"1457",205044,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00274435477,5.5559e-07,"6.2.0",14
"1458",145509,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01747301018,9.33407e-06,"3.2.1",53
"1459",145510,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.05670848026,2.218909e-05,"3.2.1",53
"1460",205047,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00295376078,5.2093e-07,"6.2.0",14
"1461",145512,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.01400617536,3.31943e-06,"3.2.1",53
"1462",55180,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-05-11,3,NA,0.00842743444,2.71708e-06,"5.4.5",15
"1463",49021,"136","136","River & Drainage System","Irrigation supply channel","j9f","6.4.1","6.4.1","6.4.1","Channel/aqueduct","Supply channel/aqueduct","air photo","1:50,000",2003-05-11,3,NA,0.04642892966,2.26586e-06,"6.4.1",29
"1464",145513,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.45747133601,0.00076106279,"3.2.1",53
"1465",83923,"170","170","Grazing","Grazing - Residual strips (block or linear feature) of native grassland within cultivated paddock. Strips contain scattered to isolated trees only","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01185274095,8.37746e-06,"2.1.0",21
"1466",55182,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-05-11,3,NA,0.00332430853,7.5401e-07,"5.4.5",15
"1467",44917,"129","129","Cropping","Cotton","a0a","3.4.6","3.3.6","3.3.6","Cropping","Cotton","air photo","1:50,000",2003-05-11,3,NA,0.03601829541,7.659689e-05,"3.3.6",4
"1468",145515,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.02654457744,2.824621e-05,"3.2.1",53
